sample_id,mse_pretrained,mse_finetuned,improvement_percent
0,0.010061284527182579,0.06157971918582916,-512.0462950266314
1,0.05891983583569527,0.11195190250873566,-90.00715280338922
2,0.002694888971745968,0.030380746349692345,-1027.3468650448988
3,0.0220828577876091,0.14940156042575836,-576.549936864709
4,0.010663911700248718,0.05985028296709061,-461.2413591260539
5,0.005357200279831886,0.04958975315093994,-825.6654698793426
6,0.03370438516139984,0.07216516137123108,-114.11208370813885
7,0.030372316017746925,0.07549269497394562,-148.55758424332447
8,0.10581612586975098,0.12106288969516754,-14.408733735007187
9,0.022859295830130577,0.11877910047769547,-419.6096212068702
10,0.020815609022974968,0.10962723195552826,-426.6587772198354
11,0.04411499202251434,0.09374415874481201,-112.49954821672445
12,0.012119228951632977,0.07930468022823334,-554.3706743984229
13,0.023262150585651398,0.10859669744968414,-366.83859708569065
14,0.0056777289137244225,0.060472674667835236,-965.0856280229851
15,0.026747215539216995,0.07081123441457748,-164.74245257083314
16,0.016451628878712654,0.08066388964653015,-390.30944131617827
17,0.01526214275509119,0.08117854595184326,-431.8948148381362
18,0.04567834734916687,0.13196276128292084,-188.89565612412366
19,0.01259708870202303,0.05052988603711128,-301.1235232945943
20,0.0378432497382164,0.11003415286540985,-190.76295937762205
21,0.030850427225232124,0.07751275599002838,-151.2534281052655
22,0.02403581142425537,0.08130357414484024,-238.26015983971064
23,0.023055776953697205,0.07394473254680634,-220.72106133357354
24,0.013219739310443401,0.036882881075143814,-178.99855063115268
25,0.03753940388560295,0.22415338456630707,-497.1149282082842
26,0.016750682145357132,0.044080883264541626,-163.1587351511422
27,0.013357024639844894,0.07791802287101746,-483.34864962178267
28,0.02440633624792099,0.13964451849460602,-472.16501924486823
29,0.00760956434533,0.043888892978429794,-476.75960123258403
30,0.026157274842262268,0.0940905511379242,-259.71083265640937
31,0.006492947228252888,0.03609669953584671,-455.9370538885495
32,0.02086467295885086,0.09501050412654877,-355.3654126780423
33,0.07299385219812393,0.09094954282045364,-24.598908101667792
34,0.02000482752919197,0.10313475131988525,-415.5493151102191
35,0.035154495388269424,0.10862114280462265,-208.9822271742186
36,0.02220909297466278,0.08085460960865021,-264.0608362451024
37,0.003617486683651805,0.04838114231824875,-1237.4241990860457
38,0.033629074692726135,0.06167921423912048,-83.41038164700798
39,0.005477018654346466,0.07028117030858994,-1183.2012219090036
40,0.008409440517425537,0.018111959099769592,-115.37650526316601
41,0.03066060319542885,0.05600328743457794,-82.6555305412284
42,0.02406986616551876,0.08207407593727112,-240.98268503227635
43,0.043096065521240234,0.052044883370399475,-20.764814004984046
44,0.02773255482316017,0.06663396954536438,-140.27346188932404
45,0.018999973312020302,0.06034717708826065,-217.61716764047213
46,0.012080354616045952,0.074494868516922,-516.6612726153437
47,0.02328714169561863,0.048309385776519775,-107.45090319321784
48,0.022697405889630318,0.1578836441040039,-595.602153240691
49,0.014556210488080978,0.08469576388597488,-481.85311314718587
50,0.021171368658542633,0.07158918678760529,-238.14151526919676
51,0.03562169894576073,0.14627808332443237,-310.64319684486645
52,0.02874308079481125,0.08377672731876373,-191.46745929883963
53,0.022873498499393463,0.04766913503408432,-108.4033408106081
54,0.04729977622628212,0.12484080344438553,-163.93529399696905
55,0.021131999790668488,0.10578308999538422,-400.582486462499
