sample_id,mse_pretrained,mse_finetuned,improvement_percent
0,0.0006873568636365235,0.000442120130173862,35.678225690281494
1,0.0034713889472186565,0.004445955157279968,-28.0742441886672
2,0.000182185773155652,9.023951133713126e-05,50.46840909760915
3,0.0006950558163225651,0.0004215828375890851,39.34547009288108
4,0.0009496712009422481,0.0007595820352435112,20.016313573578987
5,0.00025012114201672375,0.00016088216216303408,35.67830323233527
6,0.001245163381099701,0.0013861502520740032,-11.322760771888278
7,0.0012332743499428034,0.0008676040451973677,29.650361613852677
8,0.0032183644361793995,0.002283272100612521,29.054892751251028
9,0.0009541502222418785,0.0005715800216421485,40.09538448776822
10,0.0006632829899899662,0.0004912924487143755,25.930190222259515
11,0.0016977081540971994,0.0009928066283464432,41.520771614035056
12,0.0009428056655451655,0.0009887594496831298,-4.874152306101228
13,0.0010458016768097878,0.0009364739526063204,10.453963358753771
14,0.000455999921541661,0.0003018154529854655,33.81238919884003
15,0.0011430121958255768,0.0008289101533591747,27.480200415948307
16,0.0005662164185196161,0.0002826190029736608,50.08639908156714
17,0.0005487770540639758,0.000704058213159442,-28.2958548763238
18,0.0015212586149573326,0.0010317787528038025,32.175979614452274
19,0.0007245358428917825,0.0004715558316092938,34.9161485129056
20,0.0021289344877004623,0.0037649814039468765,-76.84815690336649
21,0.0006158152827993035,0.00036104710306972265,41.37087637022837
22,0.0015090513043105602,0.0009104193304665387,39.669424872259334
23,0.001179222483187914,0.001472468371503055,-24.867732107150974
24,0.00044391100527718663,0.00041278789285570383,7.0111152869340945
25,0.0019437139853835106,0.0019165835110470653,1.3958058915306004
26,0.0010062165092676878,0.0010040722554549575,0.21310063896286774
27,0.0007901143981143832,0.00039439270040020347,50.08410151210166
28,0.0013156495988368988,0.0011255026329308748,14.452705791085751
29,0.0004815416468773037,0.0007549701840616763,-56.78190835407072
30,0.001001243363134563,0.0007943996461108327,20.658685433837377
31,0.00039673547144047916,0.0002299794869031757,42.03203295927144
32,0.0007547698332928121,0.0006044143810868263,19.92070236178193
33,0.0035942590329796076,0.004244500771164894,-18.09112064650863
34,0.0004894822486676276,0.00041682872688397765,14.842932881219644
35,0.0011032498441636562,0.0004911802243441343,55.47878592529758
36,0.0010487359249964356,0.0009135526488535106,12.890115880647773
37,0.00028257921803742647,0.000495291780680418,-75.27537352802246
38,0.0017454251646995544,0.0021544992923736572,-23.436933058665318
39,0.00021711904264520854,0.00017862583626993,17.72907881732373
40,0.0004943532403558493,0.0005063738208264112,-2.43157715272453
41,0.001136167673394084,0.0006169151165522635,45.702106171849756
42,0.0005627478240057826,0.00032636913238093257,42.004372317639984
43,0.001899629132822156,0.0021641519851982594,-13.924973441730135
44,0.0013402318581938744,0.001637374865822494,-22.17101508147597
45,0.0010224094148725271,0.0008301578927785158,18.80377069199263
46,0.0004952080780640244,0.00020005591795779765,59.60164475993276
47,0.0009478105348534882,0.0010270539205521345,-8.360677867680476
48,0.0009181183413602412,0.0006592664867639542,28.193735235791813
49,0.000789324869401753,0.0004982907557860017,36.87127120011053
50,0.0009555222350172698,0.0007839828031137586,17.95242700143829
51,0.001068417215719819,0.0005561465513892472,47.94668752187558
52,0.0013277627294883132,0.001311496365815401,1.2250956665224229
53,0.0006932957330718637,0.00040120037738233805,42.1314226144147
54,0.0020225713960826397,0.0015549681847915053,23.11924374910107
55,0.0017338476609438658,0.002398592419922352,-38.33928283141218
56,0.0010250597260892391,0.0007613617926836014,25.725128637570684
57,0.0002132304507540539,0.0001285184407606721,39.72791376491152
58,0.0014080062974244356,0.0010045325616374612,28.655676912700113
59,0.0010521006770431995,0.001192694529891014,-13.363155806467578
60,0.0014192922972142696,0.0012380091939121485,12.772781443978001
61,0.001875353860668838,0.0029218560084700584,-55.80291640906426
62,0.0010447503300383687,0.0008256812579929829,20.96855732294001
63,0.0011936884839087725,0.0007765722693875432,34.94347309156688
64,0.0017772209830582142,0.0006880928995087743,61.28264820857893
65,0.0006275823689065874,0.0007136081694625318,-13.707491586920927
66,0.001555441995151341,0.0018455961253494024,-18.65412731017905
67,0.0007582282414659858,0.0006977338925935328,7.97838242950529
68,0.0006033550016582012,0.0003991744015365839,33.840872988880314
69,0.00102786417119205,0.0012826119782403111,-24.784189773341293
70,0.0005982024013064802,0.00040750368498265743,31.878627633146994
71,0.0006644940003752708,0.0006975398864597082,-4.9730902033794
72,0.0017258638981729746,0.00170940812677145,0.9534802489008587
73,0.0009747829753905535,0.00038355583092197776,60.65218195108246
74,0.000313274038489908,0.0003460808948148042,-10.47225501937995
75,0.0013034561416134238,0.0010928495321422815,16.157552416675635
76,0.0007968508871272206,0.00047631264897063375,40.22562350528642
77,0.0014553596265614033,0.0016367818461731076,-12.46579994222424
78,0.0011356562608852983,0.0006421550642699003,43.455155682066916
79,0.0005879750242456794,0.00039995735278353095,31.977152666235636
80,0.0009511954849585891,0.0009242983069270849,2.8277234730984775
81,0.0008887466974556446,0.0004609148600138724,48.13878219578268
82,0.0007246739696711302,0.00047051795991137624,35.071772969074175
83,0.000779502559453249,0.0006216553738340735,20.24973279464197
84,0.001479454105719924,0.0008276301668956876,44.05840883225406
85,0.00109162088483572,0.0010132764000445604,7.176895001526183
86,0.0004713754169642925,0.0005038619856350124,-6.891867380572818
87,0.0015298633370548487,0.0012835345696657896,16.10135763513719
88,0.001000067451968789,0.0008151998044922948,18.48551784459121
89,0.00032352691050618887,0.0002310178242623806,28.593938542277535
90,0.0013202682603150606,0.0013670509215444326,-3.543420878933641
91,0.000802375958301127,0.0003958313027396798,50.66760174563921
92,0.0006351352785713971,0.0004992263857275248,21.39841656026202
93,0.0007372533436864614,0.00040108105167746544,45.59793379465279
94,0.00042963994201272726,0.00039178089355118573,8.81180837053133
95,0.0011767367832362652,0.0008231907850131392,30.044611756790378
96,0.0004318062565289438,0.00022303198056761175,48.34906218267066
97,0.0020793629810214043,0.0018409915501251817,11.463675796733447
98,0.0014910285826772451,0.0012500149896368384,16.164250348977724
99,0.0006147765670903027,0.0002511933271307498,59.14071206210111
100,0.0013431347906589508,0.0010221919510513544,23.895058158026654
101,0.0008986432803794742,0.0008038702653720975,10.546233079481118
102,0.002089577028527856,0.002642348874360323,-26.45376734244475
103,0.0008321132627315819,0.0004552674654405564,45.28780079782338
104,0.0008684521308168769,0.0007258568075485528,16.419479905012427
105,0.0006937138387002051,0.0003861691802740097,44.333072345666864
106,0.002251040656119585,0.0013822908513247967,38.59325250510731
107,0.0006244287360459566,0.0010225276928395033,-63.75410566093909
108,0.0008221312891691923,0.0007079843198880553,13.884275011311864
109,0.0011170599609613419,0.0007067061960697174,36.73516005095397
110,0.0013923989608883858,0.0015791794285178185,-13.414292364604977
111,0.0005434677586890757,0.0006291093886829913,-15.758364404709516
112,0.0005765662062913179,0.0002919224207289517,49.368794418183114
113,0.0006408761255443096,0.0005796710029244423,9.550226648306216
114,0.0011151997605338693,0.0008203167235478759,26.44217181147932
