sample_id,mse_pretrained,mse_finetuned,improvement_percent
0,0.01579795405268669,0.05995989590883255,-279.54215910534316
1,0.09113986790180206,0.10538586974143982,-15.630922194039924
2,0.02283366397023201,0.03157106414437294,-38.26543206184135
3,0.14396128058433533,0.10375931859016418,27.925537915968167
4,0.07970601320266724,0.06539744883775711,17.95167489854052
5,0.04783676564693451,0.052589237689971924,-9.934768746729883
6,0.07423766702413559,0.06422790884971619,13.483395391493474
7,0.061203762888908386,0.07897351682186127,-29.033760497563875
8,0.12181229144334793,0.10123535990715027,16.8923277710432
9,0.11056633293628693,0.09942235797643661,10.078994811351082
10,0.09419210255146027,0.0919465571641922,2.3840060115628168
11,0.08246234059333801,0.09073800593614578,-10.035690574827061
12,0.07877185940742493,0.08977097272872925,-13.963252110471224
13,0.09305351972579956,0.1112246960401535,-19.527661465900053
14,0.0636824518442154,0.0666159838438034,-4.60649977283878
15,0.07182885706424713,0.07076059281826019,1.4872354783768311
16,0.08015038073062897,0.08335909247398376,-4.003364318503573
17,0.08668066561222076,0.06653527170419693,23.240931256706
18,0.11339301615953445,0.13632053136825562,-20.219512616422406
19,0.053000956773757935,0.060937680304050446,-14.974679728937327
20,0.11281441152095795,0.11052504926919937,2.029317195270729
21,0.08193099498748779,0.0708295926451683,13.549697942615438
22,0.07103770971298218,0.08470986783504486,-19.246338567375894
23,0.07120571285486221,0.062069617211818695,12.830565521529447
24,0.03439163416624069,0.04517422616481781,-31.35236885267853
25,0.19338290393352509,0.22749334573745728,-17.638809382799
26,0.051213666796684265,0.05130649358034134,-0.1812539297835853
27,0.0823734700679779,0.08196137845516205,0.5002722508482156
28,0.137454554438591,0.1381169855594635,-0.4819273712488188
29,0.04750487953424454,0.04777222126722336,-0.5627668896212572
30,0.09698045998811722,0.09692372381687164,0.058502683171374595
31,0.03843265771865845,0.03878488391637802,-0.9164762954694362
32,0.10087484121322632,0.10079033672809601,0.08377161650331544
33,0.0898052304983139,0.08970291912555695,0.11392585063042585
34,0.10404063761234283,0.10416672378778458,-0.12118935286645327
35,0.10785658657550812,0.10613298416137695,1.5980502154205725
36,0.078330859541893,0.08034045249223709,-2.5655188288131288
37,0.05337599664926529,0.05344963073730469,-0.13795356088968172
38,0.06262417137622833,0.05751502141356468,8.158431241968433
39,0.06950224936008453,0.07479327917098999,-7.612746147850564
40,0.020446576178073883,0.02066795900464058,-1.0827378854425083
41,0.058437641710042953,0.05434267967939377,7.007404663756923
42,0.08872343599796295,0.08936920762062073,-0.7278478514575607
43,0.052007921040058136,0.05276796594262123,-1.4614022005668532
44,0.07057306170463562,0.07147185504436493,-1.2735643289478196
45,0.06529940664768219,0.06523585319519043,0.09732623273850655
46,0.07784640789031982,0.07801826298236847,-0.2207617495833196
47,0.04927932098507881,0.04926896095275879,0.02102308252775895
48,0.1657612919807434,0.16574791073799133,0.008072598006505028
49,0.0907311886548996,0.09066428244113922,0.07374114100292407
50,0.07301448285579681,0.07245480269193649,0.7665330794138757
51,0.15008515119552612,0.15132999420166016,-0.8294244941686452
52,0.08243146538734436,0.08234968781471252,0.09920674374351121
53,0.04884721338748932,0.04889598488807678,-0.0998450007773754
54,0.12752357125282288,0.12669456005096436,0.6500846813711458
55,0.10419820249080658,0.10559041798114777,-1.3361223678025163
56,0.11026871204376221,0.11029358208179474,-0.022554029671114736
57,0.03619331866502762,0.03617098927497864,0.06169478476130982
58,0.09961286187171936,0.09943877160549164,0.17476685535866496
59,0.03750494122505188,0.037539489567279816,-0.09211677474630367
60,0.1056235283613205,0.10559704899787903,0.02506956911213484
61,0.12395577132701874,0.12400196492671967,-0.037266195196904245
62,0.04174015671014786,0.041733093559741974,0.01692171511181073
63,0.08058753609657288,0.08060316741466522,-0.019396694388844792
64,0.12156657874584198,0.12156704813241959,-0.0003861148207384217
65,0.044757578521966934,0.04476040601730347,-0.006317355473289714
66,0.08076833188533783,0.08076715469360352,0.0014574917010426582
67,0.079030342400074,0.07903708517551422,-0.008531881851146365
68,0.1504124104976654,0.15040560066699982,0.00452743935358233
69,0.10752177238464355,0.10749859362840652,0.021557267633103942
70,0.08576610684394836,0.08576781302690506,-0.0019893440654594093
71,0.16986313462257385,0.16989243030548096,-0.017246639756192745
72,0.09979711472988129,0.09979712218046188,-7.465727458169003e-06
73,0.12264296412467957,0.12264307588338852,-9.112525104932363e-05
74,0.05867601931095123,0.05867291986942291,0.0052822968644858515
75,0.08614233136177063,0.08614249527454376,-0.00019028132921320579
76,0.06109738349914551,0.06109803169965744,-0.0010609300673748644
77,0.06007281690835953,0.06007340922951698,-0.0009860052981187219
78,0.07680902630090714,0.07680882513523102,0.0002619036925767519
79,0.16562780737876892,0.1656283438205719,-0.00032388390057504365
80,0.08037944883108139,0.08037950843572617,-7.415408495759796e-05
81,0.10249575972557068,0.10249578952789307,-2.9076639333372787e-05
82,0.13708370923995972,0.13708370923995972,0.0
83,0.06533027440309525,0.06533019244670868,0.00012544932240637373
84,0.10105077922344208,0.1010511964559555,-0.0004128939100024421
85,0.15257613360881805,0.15257614850997925,-9.766377506952889e-06
86,0.10618230700492859,0.10618219524621964,0.00010525172423275516
87,0.10328324139118195,0.10328331589698792,-7.21373622331706e-05
88,0.10456644743680954,0.10456644743680954,0.0
89,0.06695815920829773,0.06695811450481415,6.676331026635435e-05
90,0.0932137742638588,0.09321387112140656,-0.00010390905048517562
91,0.07926072925329208,0.07926066219806671,8.460081808884355e-05
92,0.04341232404112816,0.04341231659054756,1.7162362903431846e-05
93,0.15423475205898285,0.15423466265201569,5.7968107685818444e-05
94,0.09806442260742188,0.09806430339813232,0.00012156222040565344
